user	dzień dobry, jak pięknie dziś pada śnieg	welcomemsg()
system	"Dzień dobry, muszę uwierzyć na słowo. Jestem tylko zwykłym szarym robotem. Witamy w systemie obsługi sklepu spożywczego ""Surykatka"", w czym mogę pomóc?"	welcomemsg()
user	świetnie, ponieważ chciałabym zjeść śniadanie. Czy macie może jajka, avokado oraz świeże bułki?	inform(productname=jajka)&inform(productname=avokado)&inform(productname=bułki)
system	Pewnie, jajka kurze, perlicze, gęsie, kacze, przepiórcze czy strusie? 	inform(productname=jajka, count=6)
system	Dostępne bułki: Kajzerka, Bagietka, Ciabatta, Grahamka, Bułka pełnoziarnista, Brioszka.	inform(productname=bułki, count=6)
user	poproszę 10 jaj przepiórczych i świeżutką bagietkę 	request(productname=jajka, type = przepiórcze, count=10)&request(productname=bułki, type=bagietka)
system	Dodano do koszyka 10 jaj przepiórczych oraz Bagietkę. Czy chcesz zamówić coś jeszcze? Polecamy produkty dostępne na promocji.	inform(productname=jajka, type = przepiórcze, count=10)&inform(productname=bułki, type=bagietka)&offer(promotion)
user	a co jest dzisiaj na promocji?	request(promotion)
system	"Goya Oliwki Gordales Z Pestką 358 Ml 7,49zł
Violife Plastry Smak Wędzony 100 G 8,29 zł
Hortex Sok 100% Jabłko Butelka Apet 300 Ml - 2,79 zł
Szynka Dojrzewająca Plastry 100G Łuków - 11,29 zł
Pomidory suszone w oleju 4,1kg Helcom - Helcom 114,49 zł
Bakoma Ave Vege Banan Z Nutą Wanilii 150 G - 4,89 zł
Malina Z Sokiem Cytrynowym 225 Ml 4Tea - 8,79 zł
Chorizo Sarta Pikantne 200G - 14.99 zł
Maluta Ser Moja Gouda 45 % Tł Bez Barwników I Konserwantów 600g 25,43 zł
Lay'S Oven Baked Chantarelles In A Cream Sauce 125 G 8,39 zł"	inform(promotion)
user	w takim razie poproszę jeszcze szynkę dojrzewająca	request(productname=szynka)
user	i masełko!	request(productname=masło)
system	Dodano do koszyka Szynka Dojrzewająca Plastry 100G Łuków - 11,29 zł.	inform(productname=szynka, amount=100g, price=11,29zł)
system	Masło ekstra, wyborowe, delikatesowe, stołowe czy śmietankowe?	reqmore(productname=masło, type)
user	poproszę masło wyborowe	inform(productname=masło, type=wyborowe)
system	Dodano do koszyka masło wyborowe. Czy to wszystko?	inform(productname=masło, type=wyborowe)&request(all)
user	tak to wszystko	affirm()
system	"Produkty dodane do koszyka: 

10 jaj przepiórczych 

Bagietka

Szynka Dojrzewająca Plastry 100G Łuków

masło wyborowe"	inform(cart)
system	Czy chcesz przejść do płatności?	request(payment)
user	tak	affirm()
system	"Dostępne formy płatności:

-Blik, 
-przelew tradycyjny

-gotówka przy odbiorze

-PayPal

-PayU

-dotpay

-Apple Pay/Google Pay"	request(paymentmethod)
user	zapłacę blikiem	inform(paymentmethod=blik)
system	"Proszę wybrać formę dostawy. 

Formy dostawy:

dostawa do domu
dostawa do paczkomatu
odbiór osobisty"	request(delivery)
user	odbiorę osobiście	inform(delivery=odbiór osobisty)
system	Proszę podać kod BLIK.	request(code)
user	123 456	inform(code=123456)
system	Proszę potwierdzić płatność w aplikacji.	request(affirm)
user	potwierdzam	affirm()
system	Zamówienie przyjęte. Gotowe do odbioru o godz 11:25. 	inform(summary)
system	"Dziękujemy za skorzystanie z usług sklepu spożywczego ""Surykatka""."	bye()
user	wspaniale, dziękuję	bye()
user	życze miłego dzionka i smacznej kawusi	bye()
system	Wzajemnie.	bye()
