user	Dzień dobry, z jakich usług można w tym miejscu skorzystać?	welcomemsg()
system	"Dzień dobry, witamy w systemie obsługi sklepu spożywczego ""Surykatka"". Jakie produkty Pana/Panią interesują?"	welcomemsg()
user	Chciałbym zamówić 2 litry mleka oraz chipsy lays zielona cebulka	inform(productname=chipsy, brandname=lays, taste=zielona cebulka)&inform(productname=mleko)
system	Mleko krowie, kozie, owcze czy kokosowe? 	reqmore(productname=mleko, type, count=4)
user	mleko krowie byłoby idealne	inform(productname=mleko, type=krowie)
system	Z laktozą czy bez?	reqmore(ingredient)
user	może być z laktozą	inform(ingredient=laktoza)
system	Dodano do koszyka mleko krowie z laktozą 2L, chipsy lays smak zielona cebulka 140g. Czy chciałbyś zamówić coś jeszcze? Polecam produkty dostępne w promocji.	inform(productname=mleko, type=krowie, ingredient=laktoza)&inform(productname=chipsy, brandname=lays, taste=zielona cebulka)&offer(promotion)
user	Promocja? Brzmi ciekawie... Co macie na promocji w tym momencie?	request(promotion
system	"Goya Oliwki Gordales Z Pestką 358 Ml 7,49zł
Violife Plastry Smak Wędzony 100 G 8,29 zł
Hortex Sok 100% Jabłko Butelka Apet 300 Ml - 2,79 zł
Szynka Dojrzewająca Plastry 100G Łuków - 11,29 zł
Pomidory suszone w oleju 4,1kg Helcom - Helcom 114,49 zł
Bakoma Ave Vege Banan Z Nutą Wanilii 150 G - 4,89 zł
Malina Z Sokiem Cytrynowym 225 Ml 4Tea - 8,79 zł
Chorizo Sarta Pikantne 200G - 14.99 zł
Maluta Ser Moja Gouda 45 % Tł Bez Barwników I Konserwantów 600g 25,43 zł
Lay'S Oven Baked Chantarelles In A Cream Sauce 125 G 8,39 zł"	inform(promotion)
user	Ta szynka brzmi jak produkt który chciałbym posiadać	inform(productname=szynka)
system	Dodano do koszyka Szynka Dojrzewająca Plastry 100G Łuków	inform(productname=szynka, brandname=Łuków, amount=100g)
system	Czy chcesz zamówić coś jeszcze?	request(all)
user	Myślę że do mleka idealne byłby jakieś płatki, jakie płatki do mleka macie w ofercie?	inform(productname=płatki)
system	"Lubella Catering Płatki kukurydziane 1 kg
Lubella
18,39zł
NesVita Owsianka truskawkowa 45 g - Nesvita
45g
NesVita Owsianka truskawkowa 45 g
Nesvita
3,19zł
Kupiec Coś na ząb Owsianka malina i żurawina 50 g - Kupiec

 

50g
Kupiec Coś na ząb Owsianka malina i żurawina 50 g
Kupiec
2,59zł
Nestlé Corn Flakes Choco Płatki śniadaniowe o smaku czekoladowym 250 g - Corn Flakes
450g
Nestlé Corn Flakes Choco Płatki śniadaniowe o smaku czekoladowym 250 g
Corn Flakes
9,29zł
Nestlé Corn Flakes Płatki kukurydziane 600 g - Nestlé
600g
Nestlé Corn Flakes Płatki kukurydziane 600 g
Nestlé
14,69zł
Nestlé Frutina Owoce i Błonnik Płatki śniadaniowe 250 g - Nestlé
250g
Nestlé Frutina Owoce i Błonnik Płatki śniadaniowe 250 g
Nestlé
9,39zł
NesVita Owsianka malinowa 45 g - Nesvita
45g
NesVita Owsianka malinowa 45 g
Nesvita
3,19zł
NesVita Owsianka wiśniowa 45 g - Nesvita
45g
NesVita Owsianka wiśniowa 45 g
Nesvita
3,19zł
Nestlé Lion WildCrush Płatki śniadaniowe 350 g - Lion
350g
Nestlé Lion WildCrush Płatki śniadaniowe 350 g
Lion
14,39zł
Lubella Mlekołaki Choco Kulki Zbożowe kulki o smaku czekoladowym 500 g - Lubella
500g
Lubella Mlekołaki Choco Kulki Zbożowe kulki o smaku czekoladowym 500 g
Lubella
10,79zł"	inform(productname=płatki, count=10)
user	Chciałbym te lajonki	request(brandname=lion)
system	Dodano do koszyka Nestlé Lion WildCrush Płatki śniadaniowe 350 g - Lion.	inform(productname=płatki, brandname=lion, amount=350g)
user	Myślę że to wszystko, jakie formy dostawy są dostępne?	request(delivery)
system	Dostawa do domu, do paczkomatu oraz odbiór osobisty.	inform(delivery)
user	dostawa do domu byłaby najbardziej optymalna	inform(delivery=dostawa do domu)
system	Proszę podać adres dostawy.	request(address)
user	ul. wojska M.A.U. 21/13	inform(address=ul. Wojska M.A.U 21/13)
user	Stargard Szczeciński	inform(address=ul. Wojska M.A.U 21/13 Stargard Szczeciński)
user	73 - 102	inform(address=ul. Wojska M.A.U 21/13 Stargard Szczeciński 73-102)
system	Czy chcesz przejść do płatności?	request(payment)
user	Tak	affirm()
system	"Dostępne formy płatności:

-Blik, 
-przelew tradycyjny

-gotówka przy odbiorze

-PayPal

-PayU

-dotpay

-Apple Pay/Google Pay"	request(paymentmethod)
user	będzie blik	inform(paymentmethod=blik)
system	Proszę podać kod BLIK.	request(code)
user	6969	inform(code=6969)
system	Proszę potwierdzić płatność w aplikacji.	request(affirm)
user	potwiedzam intensywnie	affirm()
system	"Zamówienie przyjęte.

Dostawa na adres : ul. wojska M.A.U. 21/13, Stargard Szczeciński, 73 - 102. Dostawca przyjedzie w okolicach godz 11:15-11:25. Dziękujemy za skorzystanie z usług sklepu ""Surykatka""."	bye()
user	Dziękuje i do widzenia	bye()
