user	Dzień dobry, jakie usługi świadczy ten system?	welcomemsg()
system	"Dzień dobry, witamy w systemie obsługi sklepu spożywczego ""Surykatka"". W czym mogę pomóc?"	welcomemsg()
user	chcialbym kupic karme dla kota, mleko i pepsi	inform(productname=karma dla kota)&inform(productname=mleko)&inform(productname=pepsi)
system	"Karma dla kota mokra, sucha czy półwilgotna?

Pepsi 0.5L czy 1L?

Mleko z laktozą czy bez?"	reqmore(productname=karma dla kota, type)&reqmore(productname=pepsi, amount)&reqmore(productname=mleko, ingredient)
user	karma dla kota półwilgotna, pepsi 1l 3szt mleko bez laktozy 10l	inform(productname=karma dla kota, type=półwilgotna)&inform(productname=mleko, ingredient=bez laktozy, count=3, amount=10l)&inform(productname=pepsi, amount=1l)
system	Dodano do koszyka: karma dla kota półwilgotna, pepsi 1l, 3x mleko bez laktozy 10l. 	inform(productname=karma dla kota, type=półwilgotna)&inform(productname=mleko, ingredient=bez laktozy, count=3, amount=10l)&inform(productname=pepsi, amount=1l)
system	Czy to wszystko?	request(all)
user	Macie jakieś owoce w promocji?	inform(promotion, productcategory=owoce)
system	"Produkty dostępne dzisiaj w promocji:

 

Goya Oliwki Gordales Z Pestką 358 Ml 7,49zł
Violife Plastry Smak Wędzony 100 G 8,29 zł
Hortex Sok 100% Jabłko Butelka Apet 300 Ml - 2,79 zł
Szynka Dojrzewająca Plastry 100G Łuków - 11,29 zł
Pomidory suszone w oleju 4,1kg Helcom - Helcom 114,49 zł
Bakoma Ave Vege Banan Z Nutą Wanilii 150 G - 4,89 zł
Malina Z Sokiem Cytrynowym 225 Ml 4Tea - 8,79 zł
Chorizo Sarta Pikantne 200G - 14.99 zł
Maluta Ser Moja Gouda 45 % Tł Bez Barwników I Konserwantów 600g 25,43 zł
Lay'S Oven Baked Chantarelles In A Cream Sauce 125 G 8,39 zł"	inform(promotion)
user	poproszę Bakoma Ave Vege Banan Z Nutą Wanilii 150 G	inform(productname=jogurt, brandname=Bakoma, taste=banan z nutą wanilii, amount=150g)
system	Dodano do koszyka Bakoma Ave Vege Banan Z Nutą Wanilii 150 G.	inform(productname=jogurt, brandname=Bakoma, taste=banan z nutą wanilii, amount=150g)
system	Czy chcesz zamówić coś jeszcze?	request(all)
user	Nie dziękuję	affirm()
system	"Proszę wybrać formę dostawy. 

Formy dostawy:

dostawa do domu
dostawa do paczkomatu
odbiór osobisty"	request(delivery)
user	Dostawa do paczkomatu	inform(delivery=dostawa do paczkomatu)
user	POZ230M	inform(address=POZ230M)
system	"Proszę wybrać sposób płatności. 

Dostępne formy płatności:

-Blik, 
-przelew tradycyjny

-gotówka przy odbiorze

-PayPal

-PayU

-dotpay

-Apple Pay/Google Pay"	request(paymentmethod)
user	BLIK	inform(paymentmethod=blik)
system	Proszę podać kod BLIK.	request(code)
user	666666	inform(code=666666)
system	Proszę potwierdzić w aplikacji.	request(affirm)
user	potwierdzam	affirm()
system	Zamówienie otrzymane. Dostawa do paczkomatu POZ230M. Śledz paczkę w aplikacji.	inform(summary)
system	"Dziękujemy za skorzystanie z usług sklepu spożywczego ""Surykatka""."	bye()
user	Dziękuję!	bye()
