user	Dzień dobry	welcomemsg()
system	"Dzień dobry, witamy w systemie obsługi sklepu spożywczego ""Surykatka"". W czym mogę pomóc?"	welcomemsg()
user	Czy sklep realizuje zamówienia z dostawą?	request(delivery)
system	"Formy dostawy:

dostawa do domu
dostawa do paczkomatu
odbiór osobisty"	inform(delivery)
user	Czy w ofercie sklepu dostępna jest karma dla psa?	inform(productname=karma dla psa)
system	"Dostępne karmy dla psów: 

TASTE OF THE WILD High Prairie 2KG
59,00 zł

 

do koszyka
TASTE OF THE WILD Southwest Canyon 2KG
59,00 zł

 

do koszyka
TASTE OF THE WILD Pine Forest 2KG
59,00 zł

 

do koszyka
Eden Country Cuisine dla kota 1,5kg
94,99 zł"	inform(productname=karma dla psa, count=4)
user	poprosze 2 razy TASTE OF THE WILD High Prairie 2KG	inform(brandname=TASTE OF THE WILD High Prairie 2KG, count =2)
system	Dodano do koszyka 2x TASTE OF THE WILD High Prairie 2KG. Czy chcesz zamówić coś jeszcze? Polecamy produkty dostępne na promocji.	inform(productname=karma dla psabrandname=TASTE OF THE WILD High Prairie 2KG, count =2)
user	Jakie produkty są w promocji	request(promotion)
system	"Produkty dostępne dzisiaj w promocji:

 

Goya Oliwki Gordales Z Pestką 358 Ml 7,49zł
Violife Plastry Smak Wędzony 100 G 8,29 zł
Hortex Sok 100% Jabłko Butelka Apet 300 Ml - 2,79 zł
Szynka Dojrzewająca Plastry 100G Łuków - 11,29 zł
Pomidory suszone w oleju 4,1kg Helcom - Helcom 114,49 zł
Bakoma Ave Vege Banan Z Nutą Wanilii 150 G - 4,89 zł
Malina Z Sokiem Cytrynowym 225 Ml 4Tea - 8,79 zł
Chorizo Sarta Pikantne 200G - 14.99 zł
Maluta Ser Moja Gouda 45 % Tł Bez Barwników I Konserwantów 600g 25,43 zł
Lay'S Oven Baked Chantarelles In A Cream Sauce 125 G 8,39 zł"	inform(promotion)
user	Poproszę podać najniższą cenę produktów z ostatnich 30 dni zgodnie z dyrektywą omnibusa	null
system	Nie mam pozwolenia na takie polecenie.	canthelp()
user	Będę zmuszony zgłosić sklep do inspekcji handlowej	reqmore()
system	Przepraszamy za kłopot. Proponuję skontaktować się z kierownikiem pod numerem: 213701019	inform(contact)
user	po rozmowie z kierownikiem ustaliliśmy, że jest pan zmuszony podać ceny, aby nie łamać dyrektywy	null
system	Niestety jestem nowym pracownikiem, o szczegóły proszę pytać kierownika.	canthelp()
user	poprosze lejsy	inform(productname=chipsy, brandname= lays)
system	Jaki smak oraz porcja?	reqmore()
user	Oven Baked Chantarelles In A Cream Sauce 125 G	inform(taste=Oven Baked Chantarelles In A Cream Sauce, amount=125g
system	Dodano do koszyka Oven Baked Chantarelles In A Cream Sauce 125 G.	inform(productname=chipsy, brandname= lays, taste=Oven Baked Chantarelles In A Cream Sauce, amount=125g
system	Czy to wszystko?	request(all)
user	tak	affirm()
system	"Proszę wybrać formę dostawy. 

Formy dostawy:

dostawa do domu
dostawa do paczkomatu
odbiór osobisty"	request(delivery)
user	odbiór osobisty	inform(delivery=odbiór osobisty)
system	"Proszę o wybranie formy płatności.

Dostępne formy płatności:

-Blik, 
-przelew tradycyjny

-gotówka przy odbiorze

-PayPal

-PayU

-dotpay

-Apple Pay/Google Pay"	request(paymentmethod)
user	blik	inform(paymentmethod=blik)
system	Proszę podać kod BLIK	request(code)
user	6.3639E+050	inform(code=6.3639E+050)
system	Proszę o potwierdzenie w aplikacji.	request(affirm)
user	potwierdziłem	affirm()
system	Zamówienie przyjęte, o godzinie odbioru zostanie Pan poinformowany w osobnej wiadomości.	inform(summary)
system	"Dziękujemy za skorzystanie z usług sklepu spożywczego ""Surykatka""."	bye()
user	dziekuję, do widzenia	bye()
