user:	Dzień dobry, z jakich usług można w tym miejscu skorzystać?	hello()&help(services)
system:	"Witaj użytkowniku 06. To jest agent dialogowy sklepu ""Galaktyczny Skład"" - jest to sieć sklepów spożywczych w których każdy klient może dokonać zakupów spożywczych, opłacić rachunki za media, odebrać paczkę pocztową oraz skorzystać z usług gsm. Oprócz zakupów w sklepach stacjonarnych, nasi klienci też mogą zamawiać produkty w naszym sklepie internetowym oraz przy pomocy tego bota. W razie pytań proszę pisać to tego bota lub zadzwonić na infolinię pod numerem +48-217-342-069. W danej chwili bot jest w otwartej wersji beta, wszelkie błędy lub wątpliwości prosimy zgłaszać przy pomocy polecenia /bot_report w tym czacie lub dzwoniąc na infolinię. W czym mogę dzisiaj pomóc?"	welcomemsg()&inform(services)
user:	Chciałbym zamówić cziperki lays zielona cebulka i papryka	inform(productname=czipsy lays zielona cebulka) & productname=papryka czerwona)
system:	"Do koszyka zostały dodane: Czipsy ""Lays"" Zelona Cebulka, Papryka Czerwona"	affirm()&inform(productname=czipsy lays zielona cebulka) & productname=papryka czerwona)
user:	Nie chce papryki tylko lays paprykowe	negate(productname=papryka czerwona) & inform(lays papryka)
system:	"Rozumiem, z koszyka zostały usunietę artykuły: - Papryka Czerwona, Do koszyka zostały dodane artykuły:  Czipsy ""Lays"" papryka"	affirm()&inform(productname=czipsy lays papryka)&inform(productname=czerwona papryka, remove_action=true)
user:	No to fajnie	affirm() 
system:	Czy mógłbym w czymś jeszcze pomóc?	reqmore()
user:	Jakie macie dostępne napoje gazowane, robię bibe i przyda się trochę płynów	inform(list=soft_drinks)
system:	"Obecnie oferujemy takie napoje gazowane:     - ""Space-Cola"" 1L - 6,99 cebulionów     - ""Space-Cola"" Light 1L - 6,99 cebulionów     - ""Space-Cola"" Zero 1L - 5,99 cebulionów     - ""Dr. Q'tar"" puszka 330ml - 3,80 cebulionów     - ""Słoneczny Wiatrak"" 1L - 5,99 cebulionów     - ""6-Down"" 1L - 7,99 cebulionów     Obecnie jest promocja na zakup ""Space-Cola"" w zestawie Bourbon ""Gallactines"" + ""Space-Cola"" w cenie 69 cebulionów     Czy chciałbyś zamówić coś z wyżej wymienionych produktów?"	inform(list=soft_drinks)&offer(tag=soft_drinks)
user: 	niech będą te produkty z promki i 4 butelki 6-down 	affirm(offer, tag=soft_drinks)&inform(productname=6-down, amount=4)
system:	"Do koszyka zostały dodane:  Bourbon ""Gallactines"" 1szt Space-Cola 1L 1szt 6-Down 1L 4szt, Czy chcesz kontynuować zakupy?"	affirm()&reqmore()
user: 	to będzie wszystko	negate()
system:	Chcesz przejść do płatności?	request(payment)
user:	tak	affirm()
system:	koszyk zapisany, czy chcesz abym przeczytał wszystkie artykuły w koszyku?	affirm()&request(list=shopping_cart)
user:	proszę nie, jakie są opcje dostawy?	negate()&inform(delivery_options)
system:	W chwili obecnej można odebrać zamówienie w sklepie stacjonarnym lub skorzystać z dostawy przez kuriera (użytkownicy PREMIUM,). Jako wybrany użytkownik PREMIUM (zamknięte testowanie w wersji beta) możesz zamówić dostawę w dowolnej galaktyce obsługiwanej przez naszą sieć sklepów	infrorm(delifery_options)&infrom(user_type=PREMIUM)
user:	wybiorę odbiór osobisty	inform(delivery_options=take out)
system:	Wybrana opcja odbioru: odbiór osobisty w sklepie stacjonarnym. Proszę podać kod sklepu w którym chcesz odebrać zamówienie	affirm(delivery_options=take out)&request(shop_code)
user:	420 - 69696	inform(shop_code)
system:	Twoje zamówienie będzie dostępne do odbioru w wybranym sklepie po finalizacji zakupów.  Suma płatności: 100,96 cebulionów. Czy chcesz zakończyć zakupy?	affirm(order)&expl-conf(payment, amount=100,96)&reques(finish)
user:	tak	affirm()
system:	Czy posiadasz kartę klienta?	request(client_card)
user:	nie	negate()
system:	"Dobrze, zamówienie zostało przyjęte ro realizacji, z twojego konta zostanie pobrane 100,96 cebulionów. zakupy zostały opłacone, dziekujemy za korzystanie z usług sklepu ""Galaktyczny Skład"""	affirm()&inform(payment, amount=100,96)
user:	Dziękuję, do widzenia	thankyou()&bye()
system:	Do widzenia!	bye()
