system:	Dzień dobry, jestem systemem obsługującym zakupy online, co chciałbyś zrobić?	welcomemsg()
user:	chciałbym zamówić mleko, jajka, mąkę tortową, mleko zagęszczone słodzone, parówki oraz cygaro	inform(productname=mleko)&inform(productname=jajka)&inform(productname=mąka tortowa)&inform(productname=mleko zagęszczone)& inform(productname=parówki)& inform(productname=cygaro)
system:	Dodano do koszyka: mleko łaciate 1l, opakowanie jajek, 1kg mąki tortowej kremówka, 1 pojemnik mleka zagęszczonego słodzonego, 1 opakowanie parówek Marcinek oraz 1 sztukę cygara, czy coś jeszcze chciałbyś zamówić?	inform(productname=mleko)&inform(productname=jajka)&inform(productname=mąka tortowa)&inform(productname=mleko zagęszczone)& inform(productname=parówki)& inform(productname=cygaro)
user:	chcę jakiś napój gazowany, jakie napoje gazowanę są dostępne?	inform(productcategory=napój gazowany)&reqmore()
system:	Aktualnie w ofercie mamy: coca cola, sprite, 7up, fanta, mirinda, orenżada helena, polo cola, mountain dew	inform(count=9)
user:	w jakich pojemnościach są dostępne napoje polo cola?	inform(productname=polo cola)& reqmore()
system:	Napój polo cola jest dostępny w pojemnościach, 250ml, 333ml, 500ml, 850ml, 1l, 2l, 10l	inform(count=7)
user:	poproszę 6 sztuk polo cola 333ml	inform(productname=polo cola, amount=6)
system:	Dodano do koszyka: 6 sztuk polo cola 333ml, czy chciałbyś kupić coś jeszcze?	inform(productname=polo cola, amount=6)
user:	"Czy jest obecnie dostępne wino ""Ciekły Bismor""?"	request(productname=wino, brandname=Ciekły Bismor)
system:	"W naszej ofercie nie mogę znaleźć wina o nazwie ""Ciekły Bismor"". Czy chciałbyś wybrać jakieś inne wino? Aktualnie na promocji znajduje się wino ""Uśmieszek"""	canthelp(brandname=Ciekły Bimor)&request(brandname)&offer(brandname=Uśmieszek)
user:	"Proszę podać informację na temat wina ""Uśmieszek"""	reqmore(brandname=Uśmieszek)
system:	Jest to wino czerwone z roku 1976, posiada 32% alkoholu i jest w niesamowicie atrakcyjnej cenie 79.99 zł !!!	inform(brandname=Uśmieszek, specialcondition)
user:	"prosze dodać do koszyka wino ""Uśmieszek"""	inform(brandname=Uśmieszek)
system:	"Dodano do koszyka: wino ""Uśmieszek"", czy coś jeszcze?"	inform(brandname=Uśmieszek, specialcondition)
user:	proszę podać zawartość mojego koszyka oraz sumę należności	request(cart)
system:	"Zawartość koszyka to: mleko łaciate 1l, opakowanie jajek, 1kg mąki tortowej kremówka, 1 pojemnik mleka zagęszczonego słodzonego, 1 opakowanie parówek Marcinek, 1 sztuka cygara, 6 sztuk polo cola 333ml oraz wino ""Uśmieszek"". Suma produktów w koszyku to 156,96 zł"	inform(cart)
user:	chciałbym przejść do płatności	request(payment)
system:	Czy chciałbyś zapłacić przy odbiorze czy online?	request(paymentmethod)
user:	zapłacę online kartą	inform(paymentmethod=online)
system:	dobrze, płatność można dokonać pod tym linkiem: www.oszukanepłatności.pl/2137694201337	inform(link)
user:	dziekuję, to będzie wszystko z mojej strony, do widzenia 	bye()
system:	"Zamówienie zostało złożone pomyślnie, do widzenia. Dziękujemy za skorzystanie z usług sklepu ""Motylek"""	bye()
