user	Dzień dobry	welcomemsg()
system	"Dzień dobry, witamy w systemie obsługi sklepu spożywczego ""Surykatka"". W czym mogę pomóc?"	welcomemsg()
user	Chciałbym kupić mleko, chleb, jakieś wino.	inform(productname=mleko)&inform(productname=chleb)&inform(productname=wino)
system	"Mleko z laktozą czy bez? 

Aktualnie dostępne chleby: Chleb razowy, Chleb jasny, Chleb pszenny, Chleb żytni. 

Karta win: FRANZ ANTON MAYER | LITER GRUNER VELTLINER | WAGRAM, AUSTRIA
Cytrusowy, zwiewny i zbalansowany 23 PLN
2020    CHATELAIN DESJACQUES | SAUVIGNON BLANC IGP | DOLINA LOARY, FRANCJA
Przystępne, świeże i rześkie 23 PLN
2020    BODEGA LAS VIRTUDES | ARCABUCERO BLANCO DO | ALICANTE, HISZPANIA
Łagodne, owocowe i orzeźwiające 14 PLN
2021    MARTÍN CÓDAX | ALBA MARTÍN ALBARI?O DO | RÍAS BAIXAS, HISZPANIA
Rześkie, zwiewne i mineralne    30 PLN
2021    LEITZ | EINS ZWEI ZERO RIESLING | DOLINA RENU, NIEMCY (BEZALKOHOLOWE)
Bezalkoholowe, świeże i przyjemne"	reqmore(productname=mleko, ingredient)&reqmore(productname=chleb, type)&reqmore(productname=wino, type)
user	Mleko zwykłe, chleb żytni. Są jakieś droższe wina?	inform(productname=mleko)&inform(productname=chleb, type=żythni)&reqmore(productname=wino, price=expensive)
system	"Szampany oraz wina musujące ekskluzywne: 

2012    MOET & CHANDON | DOM PERIGNON BRUT I SZAMPANIA, FRANCJA  
Złożony, elegancki i klasyczny 2288 PLN
2012    POL ROGER | SIR WINSTON CHURCHILL | SZAMPANIA, FRANCJA
Bogaty, aromatyczny i dojrzały 2008 PLN
NV    BERNARD PERTOIS | BRUT TRADITION BLANC DE BLANCS | SZAMPANIA, FRANCJA
Żywy, elegancki i zbalansowany 398 PLN
NV    BERNARD PERTOIS | DEMI SEC TRADITION BLANC DE BLANCS | SZAMPANIA, FRANCJA
Obfity, kremowy i półwytrawny398 PLN
NV    BERNARD PERTOIS | CUVÉE FLAVIE BRUT ROSÉ | SZAMPANIA, FRANCJA
Aromatyczny, elegancki i złożony 508 PLN
NV    POL ROGER | BRUT | SZAMPANIA, FRANCJA
Klasyczny, świeży i aromatyczny 598 PLN
2013    POL ROGER | BRUT BLANC DE BLANCS | SZAMPANIA, FRANCJA
Elegancki, złożony i efektowny 888 PLN
2015    POL ROGER | BRUT ROSE | SZAMPANIA, FRANCJA
Aromatyczny, świeży i treściwy 858 PLN
NV    TAITTINGER | BRUT | SZAMPANIA, FRANCJA
Owocowy, harmonijny i aromatyczny 648 PLN
NV    TAITTINGER | DEMI-SEC | SZAMPANIA, FRANCJA
Półwytrawny, owocowy i delikatny 598 PLN
NV    TAITTINGER | PRESTIGE ROSE | SZAMPANIA, FRANCJA
Elegancki, złożony i aromatyczny 708 PLN
NV    HENRI CHAMPLIAU | CRÉMANT DE BOURGOGNE | BRUT AUTHENTIQUE | BURGUNDIA, FRANCJA
Owocowy, strukturalny i wytrawny 238 PLN
NV    HENRY CHAMPLIAU | PÉTRONE 68 | BLANC DE BLANCS BRUT | BURGUNDIA, FRANCJA
Soczysty, świeży i aromatyczny 148 PLN
2021    SOLIGO | PROSECCO MILLESIMATO ROSE DOC | TREVISO, WŁOCHY
Aromatyczne, owocowe i różowe 138 PLN
NV    EINS ZWEI ZERO | SPARKLING RIESLING 0% | DOLINA RENU, NIEMCY
Przyjemny świeży i bezalkoholowy 178 PLN
2018    2018 MAS XAROT | MONASTRELL | GRAN RESERVA CAVA BRUT | KATALONIA, HISZPANIA
Klasyczny, świeży i aromatyczny 178 PLN
2020    TORELLÓ | CORPINNAT BRUT ROSÉ RESERVA | PENED?S, HISZPANIA
Intrygujący, owocowy i wytrawny 218 PLN
NV    EMILIANA | SANTA EMILIANA BRUT | CASABLANCA VALLEY, CHILE
Aromatyczny, świeży i treściwy 198 PLN
NV    HENNERS | BRUT | EAST SUSSEX, ANGLIA
Powściągliwy, delikatny i aromatyczny 378 PLN"	inform(productname=wino, price=expensive)
user	To ja chciałbym to za 178pln	inform(productname=wino, price=178pln)
system	Dodano do koszyka Mleko zwykłe, chleb żytni, 2018 MAS XAROT | MONASTRELL | GRAN RESERVA CAVA BRUT | KATALONIA, HISZPANIA. Czy chcesz zamówić coś jeszcze?	inform(productname=mleko)&inform(productname=chleb, type=żythni)&inform(productname=wino, price=178pln)&request(all)
user	Nie to, to drugie za 178pln	inform(productname=wino, price=178pln, brandname=EINS ZWEI ZERO | SPARKLING RIESLING 0% | DOLINA RENU, NIEMCY)
system	Usunięto z koszyka 2018 MAS XAROT | MONASTRELL | GRAN RESERVA CAVA BRUT | KATALONIA, HISZPANIA.	inform(productname=wino, price=178pln,brandname=2018 MAS XAROT | MONASTRELL | GRAN RESERVA CAVA BRUT | KATALONIA, HISZPANIA)
